date,EGT1,EGT2,EGT3,EGT4,EGT5,EGT6,CHT1,CHT2,CHT3,CHT4,CHT5,CHT6,OAT,FF,RPM,HOURS,EGT_MEAN,CHT_MEAN,SECONDS,ID
2022-08-15 14:06:50,530.56,520.0,511.67,549.44,526.11,463.33,33.33,31.67,30.56,32.78,26.67,28.89,57,59,969,6804,527.556,32.085,0,255
2022-08-15 14:06:56,543.33,530.56,519.44,558.33,536.11,487.22,35.0,33.33,32.78,34.44,28.33,30.56,57,59,968,6804,537.554,33.8875,6,255
2022-08-15 14:07:02,549.44,540.0,526.11,563.89,547.78,500.56,37.22,35.56,34.44,36.67,30.56,32.78,56,58,975,6804,545.4440000000001,35.9725,12,255
2022-08-15 14:07:08,556.11,543.33,530.0,568.89,551.11,476.67,38.89,37.22,36.67,38.33,32.22,34.44,56,58,989,6804,549.888,37.7775,18,255
2022-08-15 14:07:14,565.0,553.33,541.11,575.0,564.44,495.56,41.11,39.44,38.89,40.56,33.89,36.11,56,59,975,6804,559.7760000000001,40.0,24,255
2022-08-15 14:07:20,567.22,556.11,546.67,576.67,570.56,495.56,42.78,41.67,40.56,42.78,36.11,37.78,56,58,1000,6804,563.446,41.947500000000005,30,255
2022-08-15 14:07:26,575.0,562.22,554.44,580.56,568.33,495.56,44.44,43.33,42.78,44.44,37.78,39.44,56,58,1013,6804,568.11,43.7475,36,255
2022-08-15 14:07:32,579.44,564.44,563.89,586.67,569.44,490.0,46.11,45.56,44.44,46.11,40.0,41.11,56,59,1012,6804,572.7760000000001,45.55500000000001,42,255
2022-08-15 14:07:38,581.67,568.89,566.67,586.67,576.67,506.11,47.78,47.22,46.11,48.33,41.67,42.78,56,58,1024,6804,576.114,47.36,48,255
2022-08-15 14:07:44,586.67,571.11,571.11,585.56,582.22,506.11,50.0,48.89,48.33,50.0,43.33,44.44,56,58,1024,6804,579.3340000000001,49.305,54,255
2022-08-15 14:07:50,593.33,576.11,576.67,591.67,585.0,523.89,51.67,50.56,50.0,51.67,45.56,45.56,56,58,1032,6804,584.556,50.97500000000001,60,255
2022-08-15 14:07:56,595.56,580.56,579.44,593.89,586.11,541.67,53.33,52.78,51.67,53.33,47.22,47.22,56,59,1042,6804,587.112,52.7775,66,255
2022-08-15 14:08:02,598.89,585.0,578.33,600.0,587.22,547.78,54.44,54.44,53.89,55.0,48.89,48.89,56,57,1065,6804,589.8879999999999,54.442499999999995,72,255
2022-08-15 14:08:08,600.56,592.78,581.11,606.11,580.56,591.11,56.67,56.11,55.56,57.22,50.56,50.0,56,55,1122,6804,592.2239999999999,56.39,78,255
2022-08-15 14:08:14,603.89,596.11,586.11,606.67,580.0,599.44,57.78,57.78,57.78,58.89,52.22,52.22,57,55,1141,6804,594.556,58.057500000000005,84,255
2022-08-15 14:08:20,598.33,600.56,585.56,604.44,580.0,602.78,60.0,59.44,59.44,60.56,54.44,53.89,57,53,1093,6804,593.778,59.86,90,255
