date,EGT1,EGT2,EGT3,EGT4,EGT5,EGT6,CHT1,CHT2,CHT3,CHT4,CHT5,CHT6,OAT,FF,RPM,HOURS,EGT_MEAN,CHT_MEAN,SECONDS,ID
2022-07-08 17:59:16,561.11,553.33,541.67,561.67,535.56,580.56,36.67,35.56,35.0,37.22,28.89,35.56,83,57,1052,6679,550.668,36.1125,0,241
2022-07-08 17:59:22,566.67,559.44,546.67,569.44,543.89,587.78,39.44,37.78,37.22,40.0,31.11,37.78,82,56,1046,6679,557.222,38.61,6,241
2022-07-08 17:59:28,570.56,567.78,551.67,572.78,542.22,599.44,41.67,40.0,40.0,42.22,33.89,40.0,82,57,1055,6679,561.0020000000001,40.9725,12,241
2022-07-08 17:59:34,577.78,570.56,559.44,575.56,550.56,593.89,43.89,42.22,42.22,45.0,36.11,42.22,82,57,1070,6679,566.78,43.332499999999996,18,241
2022-07-08 17:59:40,582.22,573.33,565.56,581.67,554.44,597.78,46.11,44.44,45.0,47.22,38.89,44.44,82,57,1093,6679,571.4440000000001,45.6925,24,241
2022-07-08 17:59:46,585.0,578.89,572.78,585.0,553.33,603.33,48.33,47.22,47.22,49.44,41.11,46.67,82,56,1087,6679,575.0,48.052499999999995,30,241
2022-07-08 17:59:52,585.56,582.78,574.44,586.11,557.22,608.89,50.56,48.89,49.44,51.67,43.33,48.33,82,57,1091,6679,577.222,50.14,36,241
2022-07-08 17:59:58,591.11,590.0,578.89,593.89,564.44,616.67,52.78,51.11,51.67,53.89,45.56,50.56,82,57,1109,6679,583.6659999999999,52.3625,42,241
2022-07-08 18:00:04,592.78,592.78,583.89,597.22,562.78,613.89,54.44,53.33,53.89,56.11,47.78,52.78,82,57,1114,6679,585.89,54.442499999999995,48,241
2022-07-08 18:00:10,597.22,598.33,587.78,602.78,568.33,621.67,56.67,55.56,56.11,58.33,50.0,55.0,82,57,1122,6679,590.888,56.667500000000004,54,241
2022-07-08 18:00:16,598.33,597.78,587.78,603.89,573.33,622.22,58.89,57.22,58.33,60.56,52.22,56.67,82,57,1117,6679,592.222,58.75,60,241
2022-07-08 18:00:22,599.44,600.56,587.22,606.11,574.44,621.11,60.56,59.44,60.0,62.22,54.44,58.33,81,57,1123,6679,593.554,60.555,66,241
2022-07-08 18:00:28,600.56,602.22,589.44,609.44,573.33,620.0,62.78,61.11,62.22,64.44,56.11,60.0,81,57,1114,6679,594.9979999999999,62.6375,72,241
2022-07-08 18:00:34,603.33,602.22,591.67,608.89,575.0,630.0,64.44,62.78,63.89,66.11,58.33,62.22,81,57,1109,6679,596.222,64.305,78,241
2022-07-08 18:00:40,603.33,603.33,593.89,603.33,577.22,626.67,66.11,65.0,66.11,67.78,60.0,63.89,81,56,1116,6679,596.22,66.25,84,241
2022-07-08 18:00:46,609.44,603.89,591.11,607.22,577.78,629.44,67.78,66.67,67.78,69.44,62.22,65.56,81,56,1154,6679,597.8879999999999,67.91749999999999,90,241
2022-07-08 18:00:52,608.33,607.22,592.78,605.56,579.44,628.89,69.44,68.33,70.0,71.11,63.89,67.22,81,55,1173,6679,598.666,69.72,96,241
2022-07-08 18:00:58,611.11,609.44,592.78,606.11,583.33,630.0,71.67,70.0,71.67,72.78,65.56,68.89,81,56,1181,6679,600.554,71.53,102,241
2022-07-08 18:01:04,610.56,607.22,588.89,611.67,582.22,631.11,73.33,71.67,73.89,73.89,67.22,70.56,81,52,1099,6679,600.1120000000001,73.195,108,241
2022-07-08 18:01:10,600.0,595.56,585.56,607.22,580.56,626.11,74.44,72.78,75.56,75.56,69.44,71.67,81,45,1056,6679,593.78,74.58500000000001,114,241
2022-07-08 18:01:16,595.0,593.89,582.78,600.56,575.56,629.44,75.56,74.44,77.22,76.67,71.11,73.33,81,44,1089,6679,589.5579999999999,75.9725,120,241
2022-07-08 18:01:22,598.33,591.11,580.56,600.56,573.89,630.56,77.22,75.56,78.89,77.78,72.22,74.44,81,45,1077,6679,588.89,77.36250000000001,126,241
2022-07-08 18:01:28,593.33,587.78,580.56,599.44,573.33,621.67,78.33,77.22,80.0,79.44,73.89,76.11,81,41,963,6679,586.888,78.7475,132,241
2022-07-08 18:01:34,586.67,578.33,579.44,602.78,572.78,610.56,80.0,78.33,81.11,80.56,75.56,77.22,81,41,958,6679,584.0,80.0,138,241
2022-07-08 18:01:40,584.44,576.67,576.67,603.33,571.11,606.67,80.56,80.0,82.22,81.11,76.67,78.33,81,42,1035,6679,582.4440000000001,80.9725,144,241
2022-07-08 18:01:46,589.44,582.78,576.11,597.78,576.11,617.22,81.67,81.11,83.89,82.22,77.78,79.44,81,42,1080,6679,584.444,82.2225,150,241
2022-07-08 18:01:52,587.78,586.11,578.89,598.89,578.89,622.22,83.33,82.22,85.0,83.33,79.44,80.56,81,42,1081,6679,586.1119999999999,83.47,156,241
2022-07-08 18:01:58,588.33,586.11,580.0,595.56,578.33,612.78,83.89,83.89,86.11,84.44,80.56,81.67,81,42,1081,6679,585.6659999999999,84.5825,162,241
2022-07-08 18:02:04,591.11,587.22,577.78,597.22,575.56,617.22,85.0,85.0,87.78,86.11,81.67,82.78,81,41,1087,6679,585.778,85.9725,168,241
2022-07-08 18:02:10,588.89,588.89,578.89,600.0,576.67,622.22,86.11,86.11,88.89,86.67,82.78,83.89,81,42,1083,6679,586.668,86.94500000000001,174,241
2022-07-08 18:02:16,591.11,587.22,580.56,595.56,575.0,619.44,87.22,87.22,90.0,87.78,83.89,85.0,81,41,1095,6679,585.89,88.055,180,241
2022-07-08 18:02:22,593.33,588.89,581.67,597.22,575.0,619.44,88.33,88.33,91.11,88.89,85.0,86.11,81,41,1095,6679,587.222,89.16499999999999,186,241
2022-07-08 18:02:28,591.67,590.56,578.89,597.22,578.89,620.0,88.89,89.44,92.22,90.0,86.11,87.22,81,42,1092,6679,587.446,90.13749999999999,192,241
2022-07-08 18:02:34,595.0,588.33,581.11,597.22,577.78,622.78,90.0,90.56,93.33,91.11,87.22,88.33,81,42,1091,6679,587.8879999999999,91.25,198,241
2022-07-08 18:02:40,595.0,589.44,579.44,596.11,579.44,621.67,90.56,91.67,94.44,91.67,87.78,88.89,81,41,1096,6679,587.8860000000001,92.08500000000001,204,241
2022-07-08 18:02:46,593.89,590.56,581.67,600.0,580.0,625.56,91.67,92.22,95.56,92.78,88.89,90.0,81,42,1089,6679,589.2239999999999,93.0575,210,241
2022-07-08 18:02:52,595.56,591.11,578.89,599.44,579.44,622.22,92.22,93.33,96.67,93.89,90.0,90.56,81,42,1085,6679,588.888,94.0275,216,241
