date,EGT1,EGT2,EGT3,EGT4,EGT5,EGT6,CHT1,CHT2,CHT3,CHT4,CHT5,CHT6,OAT,FF,RPM,HOURS,EGT_MEAN,CHT_MEAN,SECONDS,ID
2022-10-04 23:58:10,598.89,593.33,578.89,594.44,580.0,603.33,106.67,105.0,114.44,108.33,106.67,102.22,55,1,1080,7012,589.11,108.61,0,274
2022-10-04 23:58:16,599.44,593.89,581.11,596.11,581.11,599.44,107.22,105.56,115.0,108.33,107.22,102.78,55,5,1079,7013,590.3320000000001,109.02749999999999,6,274
2022-10-04 23:58:22,595.56,592.22,582.78,597.22,584.44,611.11,107.78,106.11,115.0,108.89,107.78,103.33,55,27,1068,7013,590.444,109.445,12,274
2022-10-04 23:58:28,599.44,590.56,578.89,593.33,583.89,597.78,107.78,106.11,115.56,109.44,107.78,103.33,55,6,1072,7013,589.222,109.7225,18,274
2022-10-04 23:58:34,600.56,593.33,576.67,595.56,582.78,604.44,108.33,106.67,115.56,109.44,108.33,103.33,55,8,1095,7013,589.78,110.0,24,274
2022-10-04 23:58:40,612.22,602.78,581.67,597.78,586.67,609.44,108.89,106.67,116.11,110.0,108.33,103.89,55,5,1238,7013,596.2239999999999,110.4175,30,274
2022-10-04 23:58:46,627.78,614.44,596.67,613.33,611.11,610.56,109.44,107.78,116.67,110.56,108.33,105.0,56,64,1444,7013,612.6659999999999,111.1125,36,274
2022-10-04 23:58:52,626.67,617.78,599.44,618.33,613.89,612.78,110.56,108.89,117.78,111.67,108.89,105.56,57,64,1426,7013,615.222,112.22500000000001,42,274
2022-10-04 23:58:58,629.44,620.0,600.56,616.67,607.78,624.44,111.67,109.44,118.33,112.22,108.89,106.11,57,56,1181,7013,614.89,112.91499999999999,48,274
2022-10-04 23:59:04,621.67,620.56,595.0,611.67,597.78,621.11,111.67,109.44,118.89,112.22,109.44,106.11,57,56,1179,7013,609.336,113.055,54,274
2022-10-04 23:59:10,627.22,620.56,593.33,613.33,594.44,623.89,111.67,110.0,118.89,112.22,110.0,106.11,58,57,1175,7013,609.7760000000001,113.195,60,274
2022-10-04 23:59:16,624.44,621.11,592.78,613.89,593.89,624.44,112.22,110.0,119.44,112.78,110.0,106.67,58,56,1188,7013,609.222,113.60999999999999,66,274
2022-10-04 23:59:22,621.67,615.0,595.56,610.56,601.67,615.56,112.22,110.0,120.0,112.78,110.56,106.67,58,62,1391,7013,608.892,113.75,72,274
