date,EGT1,EGT2,EGT3,EGT4,EGT5,EGT6,CHT1,CHT2,CHT3,CHT4,CHT5,CHT6,OAT,FF,RPM,HOURS,EGT_MEAN,CHT_MEAN,SECONDS,ID
2022-10-14 17:51:06,541.11,528.89,527.22,545.0,537.22,521.11,30.0,27.78,28.33,28.89,23.33,27.78,64,62,1011,7034,535.8880000000001,28.75,0,278
2022-10-14 17:51:12,549.44,536.11,533.89,553.89,542.78,533.89,31.67,30.0,30.56,31.11,25.0,30.0,63,62,1010,7034,543.222,30.835,6,278
2022-10-14 17:51:18,555.0,546.67,540.0,564.44,550.56,556.67,33.89,32.22,32.78,33.33,27.22,31.67,63,62,999,7034,551.3340000000001,33.055,12,278
2022-10-14 17:51:24,561.11,552.22,545.56,565.56,553.89,532.22,36.11,34.44,35.0,35.56,28.89,33.89,62,62,1019,7034,555.6679999999999,35.2775,18,278
2022-10-14 17:51:30,565.56,558.33,552.22,572.22,559.44,545.0,38.33,36.67,37.22,37.78,31.11,35.56,62,63,1032,7034,561.554,37.5,24,278
2022-10-14 17:51:36,573.33,564.44,553.33,574.44,564.44,541.11,40.0,38.89,39.44,40.0,33.33,37.78,62,62,1048,7034,565.996,39.582499999999996,30,278
2022-10-14 17:51:42,579.44,570.56,559.44,578.89,566.67,551.11,42.22,40.56,41.67,42.22,35.56,39.44,61,63,1056,7034,571.0,41.667500000000004,36,278
2022-10-14 17:51:48,588.33,572.22,565.56,584.44,570.0,575.0,44.44,42.78,43.89,44.44,37.22,41.11,61,62,1081,7034,576.11,43.8875,42,278
2022-10-14 17:51:54,594.44,580.0,569.44,591.67,571.67,587.22,46.11,45.0,46.11,46.67,39.44,43.33,61,62,1086,7034,581.4440000000001,45.9725,48,278
2022-10-14 17:52:00,596.11,581.11,573.89,593.33,572.78,598.33,48.33,47.22,48.33,48.33,41.67,45.0,61,62,1097,7034,583.4440000000001,48.052499999999995,54,278
2022-10-14 17:52:06,600.0,586.67,578.33,593.89,573.33,606.67,50.56,49.44,50.56,50.56,43.89,47.22,61,62,1104,7034,586.444,50.28,60,278
2022-10-14 17:52:12,599.44,588.33,581.11,598.89,573.33,612.78,52.22,51.11,52.22,52.78,45.56,48.89,60,61,1124,7034,588.22,52.0825,66,278
