date,EGT1,EGT2,EGT3,EGT4,EGT5,EGT6,CHT1,CHT2,CHT3,CHT4,CHT5,CHT6,OAT,FF,RPM,HOURS,EGT_MEAN,CHT_MEAN,SECONDS,ID
2019-08-28 01:31:24,505.0,552.78,486.67,552.78,483.33,537.78,83.89,82.78,90.56,87.22,83.89,85.56,70,16,1102,5489,516.112,86.11250000000001,0,74
2019-08-28 01:31:30,527.22,598.89,493.33,581.11,520.0,575.0,85.0,83.89,91.67,88.89,85.0,87.22,70,8,1123,5489,544.11,87.3625,6,74
2019-08-28 01:31:36,542.22,603.89,500.56,606.67,521.11,605.56,86.67,85.56,92.78,90.0,85.56,88.33,71,14,1118,5489,554.8900000000001,88.7525,12,74
2019-08-28 01:31:42,566.67,620.56,508.33,618.89,546.11,607.22,87.78,87.22,93.89,91.11,86.67,89.44,71,10,1154,5489,572.112,90.0,18,74
2019-08-28 01:31:48,598.89,626.67,527.22,627.78,571.11,617.22,88.89,88.33,95.0,92.78,87.78,91.11,71,6,1176,5489,590.3340000000001,91.25,24,74
2019-08-28 01:31:54,613.33,640.56,556.67,638.89,581.67,622.78,90.56,90.0,96.11,93.89,88.89,92.78,72,7,1171,5489,606.2239999999999,92.64,30,74
2019-08-28 01:32:00,619.44,636.67,573.33,634.44,588.33,626.11,91.67,91.67,97.78,95.56,90.56,93.89,72,11,1186,5489,610.442,94.17,36,74
2019-08-28 01:32:06,607.78,606.11,576.11,609.44,578.33,601.11,92.78,93.33,98.89,96.67,91.67,95.56,72,4,1144,5489,595.554,95.4175,42,74
2019-08-28 01:32:12,589.44,600.0,570.0,600.56,576.11,591.67,93.89,94.44,100.0,98.33,92.78,96.67,72,5,1142,5489,587.222,96.66499999999999,48,74
2019-08-28 01:32:18,590.56,590.0,566.11,590.0,568.33,586.67,95.0,96.11,101.11,99.44,94.44,97.78,72,5,1128,5489,581.0,97.915,54,74
2019-08-28 01:32:24,586.11,583.33,560.0,586.67,562.22,591.67,96.11,97.22,102.22,100.56,95.56,98.89,72,5,1116,5489,575.6659999999999,99.02749999999999,60,74
2019-08-28 01:32:30,584.44,583.33,561.67,586.11,558.33,591.11,97.22,98.33,103.33,101.67,96.67,100.0,72,8,1106,5489,574.7760000000001,100.1375,66,74
2019-08-28 01:32:36,577.22,575.0,556.67,585.0,555.0,587.78,97.78,99.44,104.44,102.78,97.78,100.56,72,6,1095,5489,569.778,101.10999999999999,72,74
2019-08-28 01:32:42,579.44,569.44,557.22,583.33,560.56,587.22,98.89,100.56,105.56,103.89,98.89,101.67,72,2,1091,5489,569.998,102.225,78,74
2019-08-28 01:32:48,579.44,571.67,557.78,585.56,560.56,594.44,99.44,101.67,106.11,104.44,100.0,102.22,72,9,1077,5489,571.002,102.915,84,74
2019-08-28 01:32:54,576.67,570.56,556.67,582.22,563.33,585.0,100.56,102.78,107.22,105.56,101.11,103.33,73,4,1092,5489,569.89,104.03,90,74
2019-08-28 01:33:00,575.0,567.78,562.22,584.44,561.67,586.67,101.11,103.33,107.78,106.11,102.22,103.89,73,8,1065,5489,570.222,104.58250000000001,96,74
2019-08-28 01:33:06,579.44,562.22,563.33,580.0,560.56,587.78,102.22,104.44,108.89,107.22,103.33,104.44,73,6,1073,5489,569.11,105.6925,102,74
2019-08-28 01:33:12,584.44,568.89,558.89,585.0,561.67,594.44,102.78,105.0,109.44,107.78,103.89,105.0,73,0,1069,5489,571.778,106.25,108,74
2019-08-28 01:33:18,582.78,572.22,558.89,586.67,566.67,600.0,103.33,105.56,110.0,108.33,104.44,105.56,73,7,1080,5489,573.446,106.80499999999999,114,74
2019-08-28 01:33:24,580.0,567.22,561.11,587.22,563.89,600.0,104.44,106.67,111.11,108.89,105.56,106.11,73,15,1056,5489,571.888,107.7775,120,74
2019-08-28 01:33:30,585.56,571.11,562.22,592.22,563.89,602.22,105.0,107.22,111.67,110.0,106.11,106.67,73,6,1087,5489,575.0,108.4725,126,74
2019-08-28 01:33:36,584.44,572.78,559.44,593.33,564.44,602.78,105.56,107.78,112.22,110.56,106.67,107.22,73,8,1065,5489,574.8860000000001,109.03,132,74
2019-08-28 01:33:42,589.44,572.22,560.56,591.67,567.78,607.78,106.11,108.33,112.78,111.11,107.22,107.78,73,8,1088,5489,576.3340000000001,109.58250000000001,138,74
2019-08-28 01:33:48,587.22,579.44,564.44,591.11,568.89,608.33,106.67,108.89,113.33,111.67,108.33,108.33,73,10,1078,5489,578.22,110.14,144,74
