date,EGT1,EGT2,EGT3,EGT4,EGT5,EGT6,CHT1,CHT2,CHT3,CHT4,CHT5,CHT6,OAT,FF,RPM,HOURS,EGT_MEAN,CHT_MEAN,SECONDS,ID
2022-04-27 14:25:40,553.89,552.22,540.56,562.22,541.67,573.33,43.33,41.67,43.89,43.33,36.67,43.33,39,47,768,6499,550.1120000000001,43.05499999999999,0,214
2022-04-27 14:25:46,552.78,553.33,540.0,560.0,542.78,579.44,45.0,43.89,46.11,45.56,38.89,45.0,39,47,1015,6499,549.778,45.14,6,214
2022-04-27 14:25:52,555.0,556.11,545.56,560.56,544.44,584.44,47.22,45.56,47.78,47.22,40.56,46.67,39,46,996,6499,552.3340000000001,46.945,12,214
2022-04-27 14:25:58,555.56,557.22,547.22,563.89,546.11,586.67,48.89,47.78,49.44,49.44,42.78,48.33,39,46,1004,6499,554.0,48.8875,18,214
2022-04-27 14:26:04,558.89,553.89,548.89,566.11,546.11,587.22,50.56,49.44,51.67,51.11,44.44,50.0,39,46,1018,6499,554.778,50.69500000000001,24,214
2022-04-27 14:26:10,556.67,558.89,550.56,568.89,552.78,588.33,52.22,51.11,53.33,52.78,46.11,51.67,39,46,1015,6499,557.558,52.36,30,214
2022-04-27 14:26:16,560.0,559.44,555.56,570.0,553.89,584.44,53.33,52.78,55.0,54.44,47.78,52.78,39,45,1022,6499,559.778,53.8875,36,214
2022-04-27 14:26:22,563.89,561.11,552.78,570.56,556.11,585.0,55.0,54.44,56.67,56.11,49.44,54.44,39,42,1069,6499,560.8900000000001,55.55500000000001,42,214
2022-04-27 14:26:28,571.67,566.67,553.89,573.33,554.44,584.44,56.67,56.11,58.33,57.78,51.11,56.11,39,41,1090,6499,564.0,57.222500000000004,48,214
2022-04-27 14:26:34,572.22,568.33,556.67,573.89,557.78,581.11,58.33,57.78,60.0,58.89,52.22,57.78,39,41,1056,6499,565.778,58.75,54,214
2022-04-27 14:26:40,568.89,562.22,553.89,568.33,554.44,576.11,60.0,59.44,61.67,60.56,53.89,58.89,39,39,1046,6499,561.554,60.417500000000004,60,214
2022-04-27 14:26:46,567.22,562.22,553.89,568.33,553.89,580.56,61.11,61.11,63.33,62.22,55.56,60.56,39,39,1056,6499,561.1099999999999,61.9425,66,214
2022-04-27 14:26:52,566.67,564.44,552.22,571.11,556.67,583.89,62.22,62.22,64.44,63.33,56.67,61.67,39,39,1058,6499,562.222,63.052499999999995,72,214
2022-04-27 14:26:58,570.0,563.89,552.78,571.67,558.33,579.44,63.89,63.89,66.11,65.0,58.33,62.78,39,39,1057,6499,563.334,64.7225,78,214
2022-04-27 14:27:04,571.67,563.89,553.33,571.67,560.56,577.78,65.0,65.0,67.78,66.11,59.44,64.44,39,39,1063,6499,564.2239999999999,65.9725,84,214
2022-04-27 14:27:10,572.22,566.11,553.89,573.33,557.78,580.0,66.67,66.67,68.89,67.78,61.11,65.56,39,39,1062,6499,564.6659999999999,67.5025,90,214
2022-04-27 14:27:16,572.78,567.22,554.44,573.33,557.78,580.0,67.78,67.78,70.56,68.89,62.22,66.67,39,39,1062,6499,565.11,68.7525,96,214
2022-04-27 14:27:22,571.11,565.56,552.22,573.33,560.56,583.89,68.89,68.89,71.67,70.0,63.33,67.78,40,39,1062,6499,564.556,69.8625,102,214
